,Country Code,Country Name,Borrowed from a financial institution (% age 15+),Borrowed from a financial institution or used a credit card (% age 15+),"Borrowed from a financial institution or used a credit card, female (% age 15+)","Borrowed from a financial institution or used a credit card, in labor force (% age 15+)","Borrowed from a financial institution or used a credit card, income, poorest 40% (% age 15+)","Borrowed from a financial institution or used a credit card, income, richest 60% (% age 15+)","Borrowed from a financial institution or used a credit card, male (% age 15+)","Borrowed from a financial institution or used a credit card, older adults (% age 25+)","Borrowed from a financial institution or used a credit card, out of labor force (% age 15+)","Borrowed from a financial institution or used a credit card, primary education or less (% age 15+)","Borrowed from a financial institution or used a credit card, rural (% age 15+)","Borrowed from a financial institution or used a credit card, secondary education or more (% age 15+)","Borrowed from a financial institution or used a credit card, young adults (% age 15-24)","Borrowed from a financial institution, female (% age 15+)","Borrowed from a financial institution, in labor force (% age 15+)","Borrowed from a financial institution, income, poorest 40% (% age 15+)","Borrowed from a financial institution, income, richest 60% (% age 15+)","Borrowed from a financial institution, male (% age 15+)","Borrowed from a financial institution, older adults  (% age 25+)","Borrowed from a financial institution, out of labor force (% age 15+)","Borrowed from a financial institution, primary education or less (% age 15+)","Borrowed from a financial institution, rural (% age 15+)","Borrowed from a financial institution, secondary education or more (% age 15+)","Borrowed from a financial institution, young adults  (% age 15-24)",Made or received digital payments in the past year (% age 15+),"Made or received digital payments in the past year, female  (% age 15+)","Made or received digital payments in the past year, in labor force  (% age 15+)","Made or received digital payments in the past year, income, poorest 40%  (% age 15+)","Made or received digital payments in the past year, income, richest 60% (% age 15+)","Made or received digital payments in the past year, male  (% age 15+)","Made or received digital payments in the past year, older adults  (% age 25+)","Made or received digital payments in the past year, out of labor force  (% age 15+)","Made or received digital payments in the past year, primary education or less (% age 15+)","Made or received digital payments in the past year, rural  (% age 15+)","Made or received digital payments in the past year, secondary education or more (% age 15+)","Made or received digital payments in the past year, young adults  (% age 15-24)",Mobile money account (% age 15+),"Mobile money account, female (% age 15+)","Mobile money account, in labor force (% age 15+)","Mobile money account, income, poorest 40% (% age 15+)","Mobile money account, income, richest 60%  (% age 15+)","Mobile money account, male  (% age 15+)","Mobile money account, older adults (% age 25+)","Mobile money account, out of labor force (% age 15+)","Mobile money account, primary education or less (% age 15+)","Mobile money account, rural  (% age 15+)","Mobile money account, secondary education or less (% age 15+)","Mobile money account, young adults  (% age 15-24)",Saved at a financial institution (% age 15+),"Saved at a financial institution , out of labor force (% age 15+)","Saved at a financial institution, female (% age 15+)","Saved at a financial institution, in labor force (% age 15+)","Saved at a financial institution, income, poorest 40% (% age 15+)","Saved at a financial institution, income, richest 60%  (% age 15+)","Saved at a financial institution, male (% age 15+)","Saved at a financial institution, older adults (% age 25+)","Saved at a financial institution, primary education or less(% age 15+)","Saved at a financial institution, rural  (% age 15+)","Saved at a financial institution, secondary education or more (% age 15+)","Saved at a financial institution, young adults (% age 15-24)"
18,BWA,Botswana,5.22307062149048,8.86186790466309,6.88433790206909,12.805082321167,3.3261992931366,12.5343351364136,11.2745475769043,10.203010559082,4.09073829650879,4.42839765548706,8.05052185058594,12.0064506530762,5.93214988708496,4.0984091758728,7.86426591873169,1.91543030738831,7.41742181777954,6.59521055221558,6.76470899581909,2.02733039855957,3.6279444694519,4.84244728088379,6.07556581497192,1.71541905403137,41.8076629638672,38.7188987731934,52.4509086608887,26.8416728973389,51.7363777160645,45.576099395752,43.9310111999512,28.9297676086426,29.5971069335938,38.9928894042969,50.9978294372559,37.2648544311523,24.3783073425293,20.50608253479,33.8675079345703,12.4832134246826,32.2697372436523,29.1026000976563,23.0537376403809,12.8967571258545,9.35189342498779,22.1526927947998,35.9300384521484,27.5183944702148,17.9569797515869,9.05787754058838,15.4959592819214,25.3118553161621,7.51988220214844,24.8811492919922,20.9595413208008,18.6799240112305,12.222053527832,14.7591066360474,22.8649654388428,16.4901313781738
22,CHL,Chile,13.4214420318604,30.919412612915,30.2993679046631,39.083797454834,24.3928966522217,35.2504119873047,31.6058216094971,35.2956352233887,17.3304576873779,18.9292297363281,27.6914157867432,34.8178291320801,11.3988800048828,10.00146484375,18.6443309783936,12.0044689178467,14.3617467880249,17.2074699401855,15.5362529754639,4.72836923599243,9.84092330932617,10.0690174102783,14.588755607605,3.98813557624817,65.376594543457,61.3526649475098,76.6024475097656,56.2902755737305,71.4062805175781,69.8312149047852,64.8509979248047,46.6920776367188,40.2257843017578,59.776180267334,73.5543746948242,67.7210693359375,18.6708145141602,16.1212539672852,25.0219116210938,11.2949390411377,23.5654525756836,21.4932613372803,17.5962562561035,8.09993553161621,3.59017300605774,15.5022306442261,23.5587768554688,23.4639759063721,21.1293525695801,12.2631015777588,17.7751369476318,26.4562873840332,13.8397350311279,25.9667453765869,24.8425788879395,22.5360565185547,7.14326667785645,17.0148906707764,25.6654224395752,14.854621887207
24,CIV,Cote d'Ivoire,2.22277569770813,2.70849514007568,1.43897128105164,3.52333331108093,0.920255601406097,3.8923225402832,3.86796975135803,3.32574582099915,1.2880722284317,1.71974408626556,2.07333207130432,5.63823175430298,1.53667223453522,1.03895688056946,2.84259867668152,0.816124856472015,3.1539888381958,3.30397439002991,2.5923388004303,1.14230275154114,1.44686317443848,1.76610887050629,4.52242469787598,1.53667223453522,38.3177680969238,33.1823883056641,44.8398132324219,29.9295654296875,43.8708152770996,43.0079803466797,41.2856025695801,26.9485645294189,31.8329544067383,34.2653198242188,57.6525573730469,32.9668045043945,34.0531730651855,29.8547306060791,40.319995880127,27.0915603637695,38.6618118286133,37.8876762390137,35.8746452331543,23.1288719177246,27.8521595001221,31.2981662750244,52.5267181396484,30.8982791900635,6.43899297714233,5.34894418716431,4.63493394851685,7.06430912017822,3.44863986968994,8.41862869262695,8.08666610717773,7.33417367935181,4.40114307403564,5.83273553848267,12.4822759628296,4.80425834655762
25,CMR,Cameroon,6.51628160476685,7.70408344268799,6.54047060012817,8.95552444458008,7.00997543334961,8.16565418243408,8.89148807525635,9.79205703735352,4.57148742675781,7.16421747207642,7.75861740112305,8.4483060836792,3.38007593154907,5.72133588790894,8.03043842315674,4.87536859512329,7.60746383666992,7.32748126983643,8.13056564331055,2.7260582447052,6.00037860870361,6.64190673828125,7.18493175506592,3.04777717590332,28.5826530456543,22.7710113525391,32.3491325378418,17.6395435333252,35.8596534729004,34.5131187438965,31.8657817840576,19.154426574707,19.6566753387451,23.72483253479,42.1255722045898,22.4516849517822,15.1378307342529,13.3035097122192,17.5446662902832,7.17071294784546,20.4358406066895,17.0096569061279,14.4729766845703,9.11305809020996,8.8781566619873,11.3433027267456,24.6778392791748,16.0979785919189,10.9206838607788,4.25441026687622,8.09453582763672,13.5837926864624,6.0337553024292,14.1704158782959,13.8046159744263,12.8758106231689,7.12778043746948,8.39907836914063,16.2523784637451,7.09040975570679
26,COD,"Congo, Dem. Rep.",2.99425029754639,3.93936109542847,2.85884404182434,4.81039714813232,1.08444035053253,5.83312273025513,4.99067401885986,3.51690316200256,2.29630470275879,1.58177471160889,1.69691550731659,5.05616569519043,4.77835273742676,2.08462119102478,3.63152813911438,0.819757580757141,4.43666219711304,3.87929391860962,2.81871938705444,1.79213738441467,1.58177471160889,1.24188244342804,3.69003629684448,3.39539122581482,21.7163276672363,18.9906902313232,26.3141117095947,15.6084213256836,25.7679023742676,24.3682975769043,22.9924278259277,13.0434141159058,13.3616189956665,17.176794052124,25.7588481903076,20.3984432220459,16.0963401794434,13.520658493042,19.1540832519531,11.6608762741089,19.0385284423828,18.6024074554443,16.8299865722656,10.3284454345703,8.29243469238281,13.7192678451538,19.680154800415,15.4424457550049,4.70535182952881,2.55270457267761,4.42255878448486,5.8465371131897,1.81878185272217,6.62010669708252,4.9805006980896,5.66149806976318,1.9148041009903,2.95552659034729,6.02904319763184,3.33368229866028
27,COG,"Congo, Rep.",3.68170619010925,5.19966745376587,5.43804025650024,5.74609661102295,5.48437738418579,5.01091337203979,4.96020936965942,5.4208459854126,4.3945746421814,2.25352191925049,2.81118631362915,7.84274625778198,4.50325965881348,3.82901239395142,4.03418493270874,3.39384865760803,3.87254738807678,3.53372955322266,3.90597796440125,3.16237425804138,1.84916424751282,1.50998210906982,5.35788249969482,3.20044708251953,17.8145370483398,13.5216264724731,21.8328914642334,13.1097631454468,20.9336585998535,22.1269855499268,18.7549610137939,11.8940086364746,12.0732154846191,12.6330003738403,22.8936862945557,16.2151107788086,6.23843908309937,3.44958758354187,8.76753711700439,5.99925184249878,6.39701318740845,9.03998565673828,6.13646984100342,2.51214003562927,6.39308834075928,7.84311008453369,6.56749677658081,6.78083372116089,7.37837553024292,4.04168939590454,6.50493192672729,9.64303684234619,4.68894672393799,9.16138553619385,8.25579452514648,7.23698663711548,3.86518430709839,4.20713758468628,9.992506980896,8.06800556182861
28,COL,Colombia,14.4709720611572,21.2488079071045,17.1871795654297,25.8541622161865,10.4477119445801,28.4207725524902,25.8086738586426,23.8981246948242,8.86250591278076,11.297194480896,18.2088241577148,27.058687210083,12.5291509628296,12.8910226821899,17.8335590362549,9.03324604034424,18.0816421508789,16.2447319030762,16.0528945922852,5.42714643478394,9.17659950256348,14.7950191497803,17.5618953704834,8.99609470367432,37.3274307250977,33.2262649536133,42.7826385498047,27.3122882843018,43.9775199890137,41.9316864013672,40.7975959777832,22.6554012298584,24.3669204711914,31.7631206512451,44.8939437866211,26.9845809936523,4.73745107650757,3.80697584152222,5.84372043609619,4.40602207183838,4.95752143859863,5.78206777572632,5.29068517684937,1.762091755867,2.45969843864441,3.67236256599426,6.06723260879517,3.07217717170715,8.7497034072876,3.94424533843994,6.58462858200073,10.5364227294922,2.71501755714417,12.7567558288574,11.1803684234619,9.40686702728271,5.90069007873535,6.32952308654785,10.4129943847656,6.81368255615234
34,DOM,Dominican Republic,22.7169818878174,30.2926959991455,27.3402481079102,36.5030899047852,15.4128179550171,40.1509284973145,33.2737731933594,37.3125801086426,12.7337408065796,20.0085868835449,28.0799350738525,42.0436515808105,12.2265138626099,19.9801025390625,27.9771423339844,11.8330631256104,29.9278087615967,25.4803981781006,28.1351470947266,7.8446798324585,16.2450561523438,21.8691577911377,31.0963802337646,8.77078723907471,44.3890075683594,41.2554779052734,50.4963531494141,30.4723510742188,53.6090850830078,47.5529251098633,48.9006881713867,27.1214256286621,33.8180389404297,40.2282829284668,56.958366394043,32.8586273193359,3.8946795463562,1.91387069225311,5.02208042144775,3.20452737808228,4.35192012786865,5.89469480514526,3.75444626808167,0.707123875617981,3.79653191566467,4.78332614898682,3.69667029380798,4.27016258239746,19.4809532165527,12.6454429626465,17.6782321929932,21.8985939025879,11.9223003387451,24.4887199401855,21.301155090332,21.9210395812988,12.2411241531372,16.7986583709717,28.4291915893555,13.1106424331665
36,ECU,Ecuador,11.8189964294434,16.6626110076904,10.9399862289429,19.7976360321045,12.5413551330566,19.4068050384521,22.6173095703125,18.4444179534912,8.84804534912109,10.782078742981,14.1053438186646,18.7492847442627,11.8906755447388,8.21927070617676,14.6163921356201,9.17810535430908,13.5774688720703,15.5647039413452,13.0325002670288,4.84602642059326,8.03409481048584,11.0262851715088,13.1620464324951,8.56973075866699,31.5561199188232,23.8596382141113,37.8504676818848,17.2135105133057,41.1063385009766,39.5647239685059,35.6584129333496,15.8664302825928,17.2454738616943,27.898136138916,36.6341743469238,20.4161376953125,2.93697476387024,2.43627762794495,3.26609945297241,0.222176939249039,4.74465942382813,3.45797681808472,2.93091893196106,2.1165771484375,0.96258670091629,2.10033512115479,3.63757538795471,2.95749402046204,12.2254858016968,4.79977798461914,7.86269235610962,15.2045097351074,4.22849702835083,17.5503883361816,16.7652053833008,13.1068658828735,5.33803081512451,9.89510154724121,14.6694602966309,9.87074184417725
37,EGY,"Egypt, Arab Rep.",6.2978892326355,8.76006507873535,6.39312267303467,13.8199672698975,6.82822227478027,10.0448293685913,11.1593723297119,11.2513122558594,4.81014680862427,7.47445964813232,8.85475444793701,9.48089599609375,1.97171294689178,4.56546926498413,9.19472694396973,6.07460355758667,6.44638538360596,8.05399894714355,8.22984409332275,4.03652763366699,6.50824689865112,7.00623559951782,6.1799430847168,1.0335431098938,22.8320484161377,16.7811374664307,28.2796592712402,13.4570255279541,29.0668754577637,28.9657001495361,28.2186813354492,18.5794734954834,21.8665637969971,20.2564926147461,23.3733901977539,8.15412044525146,1.79201626777649,0.541244089603424,2.14786005020142,0.237000286579132,2.82617402076721,3.05989170074463,1.37112784385681,1.51423358917236,1.05750489234924,0.748788833618164,2.20385241508484,2.93888688087463,6.23019313812256,3.95413684844971,3.77347540855408,9.14585399627686,3.24208784103394,8.21742153167725,8.72050476074219,6.70660305023193,4.56174564361572,5.44428253173828,7.1656813621521,4.9320330619812
40,ETH,Ethiopia,10.5813655853271,10.6594953536987,8.52544403076172,11.9164733886719,10.8611698150635,10.5251941680908,12.9286546707153,13.5856370925903,6.62600231170654,11.3890495300293,11.2166471481323,6.46479558944702,5.14193725585938,8.52544403076172,11.8139963150024,10.8611698150635,10.3950366973877,12.7674493789673,13.4660739898682,6.62600231170654,11.2973327636719,11.1300992965698,6.46479558944702,5.14193725585938,11.8924875259399,8.15694808959961,13.9739513397217,5.01723337173462,16.4709186553955,15.8645238876343,13.1772174835205,5.21331930160522,6.76763153076172,10.3826789855957,41.3587226867676,9.46999073028564,0.315928906202316,0.0576010048389435,0.414383471012115,0.0,0.526315093040466,0.590611577033997,0.425863951444626,0.0,0.0,0.315903931856155,2.13241600990295,0.108634449541569,26.2888278961182,14.4366216659546,20.426155090332,29.9823913574219,16.6138038635254,32.7317047119141,32.5226669311523,28.7975196838379,22.0210304260254,25.1331176757813,50.8272514343262,21.5584201812744
43,GAB,Gabon,5.11731433868408,7.53443145751953,5.57276916503906,9.02209663391113,4.70159482955933,9.42268943786621,9.61723899841309,9.30734634399414,4.63088703155518,3.90356111526489,4.79146432876587,11.231502532959,3.62308955192566,4.01268434524536,5.8004412651062,3.67916965484619,6.07592535018921,6.29016256332397,6.68452978134155,3.78402400016785,2.85076189041138,4.12511587142944,7.51822948455811,1.56973767280579,53.998851776123,49.0927696228027,60.5715255737305,45.3420639038086,59.7691307067871,59.2079162597656,54.6452713012695,41.1706581115723,40.7093391418457,45.1280937194824,67.5900344848633,52.1569175720215,43.5779876708984,41.053035736084,49.3785591125488,36.7522010803223,48.1277923583984,46.2588729858398,41.6188049316406,32.2567558288574,31.213134765625,36.4997024536133,56.2393264770508,48.7703323364258,13.4619550704956,8.31748104095459,13.147777557373,16.0977878570557,7.84683895111084,17.2047710418701,13.7955341339111,15.692400932312,7.40146636962891,10.5031843185425,20.4839668273926,7.86030864715576
45,GEO,Georgia,23.6532039642334,27.443603515625,23.4048881530762,41.3504219055176,23.2635726928711,30.2173843383789,32.0873947143555,30.8757934570313,17.1105346679688,10.1827659606934,23.8491535186768,29.7880229949951,8.91030025482178,20.0942916870117,35.0882415771484,20.6060943603516,25.6752052307129,27.7453098297119,26.5764770507813,15.1567220687866,10.1827659606934,20.0743389129639,25.485034942627,7.86797904968262,52.9539413452148,54.8759002685547,61.9716567993164,38.143985748291,62.7815322875977,50.7440338134766,57.9682426452637,46.2535820007324,27.71315574646,45.4391555786133,56.2950325012207,25.877498626709,2.20102167129517,0.846682369709015,3.90607523918152,0.800938904285431,3.13008904457092,3.75826811790466,2.14347410202026,0.93412983417511,0.0,2.20393037796021,2.49867248535156,2.51176953315735,4.59704685211182,3.08666706085205,2.42554569244385,6.62980175018311,1.80094873905182,6.45248317718506,7.0938835144043,4.74852991104126,0.0,4.2476954460144,5.21871995925903,3.77906346321106
46,GHA,Ghana,10.2366466522217,11.5967969894409,10.2367925643921,14.1277360916138,9.18996810913086,13.1956605911255,12.984058380127,12.8180246353149,6.90751838684082,10.9513931274414,10.1985721588135,12.2880344390869,8.87391090393066,9.94794845581055,12.2992029190063,7.95299911499023,11.753680229187,10.5311298370361,11.2456512451172,6.41517639160156,9.9556713104248,8.40746688842773,10.5086736679077,7.86324501037598,49.466724395752,43.9849510192871,52.8573989868164,41.1227264404297,55.0096702575684,55.0583610534668,51.4566497802734,43.1845436096191,41.4745559692383,44.1343688964844,58.5499420166016,44.6647567749023,38.9477806091309,33.7851028442383,42.2071723937988,32.0251159667969,43.5465278625488,44.2139282226563,40.2411880493164,32.9088401794434,33.1717643737793,35.4063034057617,46.2084541320801,36.6680068969727,16.190746307373,9.1554069519043,13.9197826385498,19.9879207611084,13.5536136627197,17.9426002502441,18.5072212219238,15.102783203125,12.1807413101196,14.4798545837402,19.517017364502,15.957501411438
47,GIN,Guinea,4.414879322052,5.83781433105469,5.49533462524414,6.49278163909912,4.27428579330444,6.87833213806152,6.17698335647583,6.79603576660156,4.23471546173096,4.26628255844116,4.49343156814575,10.6971197128296,4.11452388763428,4.25809860229492,4.63798427581787,3.52771949768066,5.00527763366699,4.57014465332031,4.9807505607605,3.868807554245,2.92446279525757,3.67903113365173,8.69316005706787,3.41759634017944,20.2478713989258,16.5454654693604,23.2335357666016,16.2039184570313,22.9390926361084,23.9144802093506,19.4772529602051,12.940146446228,14.5314903259277,14.8882179260254,42.4397888183594,21.7542896270752,13.7804689407349,9.89464855194092,16.0123195648193,12.1592931747437,14.8593502044678,17.6287174224854,11.9260721206665,8.31778240203857,9.96390914916992,10.4531927108765,28.699291229248,17.2388381958008,6.45726013183594,4.25210571289063,5.47194671630859,7.35820531845093,5.47723579406738,7.10946035385132,7.4330472946167,6.63891077041626,4.60430812835693,4.36445760726929,12.4671249389648,6.24337482452393
49,GTM,Guatemala,9.55793571472168,12.6573352813721,11.5388174057007,15.9208850860596,7.10337734222412,16.3229541778564,13.902738571167,16.2055244445801,5.36882257461548,8.2156925201416,13.1813735961914,17.2169647216797,5.85874223709106,8.62150573730469,12.3461618423462,6.6592230796814,11.4710893630981,10.6005945205688,11.6815366744995,3.33096504211426,6.46539831161499,10.5218076705933,12.7326221466064,5.48895597457886,33.2706604003906,31.6757431030273,37.9588394165039,23.800895690918,39.5207176208496,35.0465049743652,34.1394348144531,22.8005123138428,24.6836833953857,31.2577667236328,42.0857391357422,31.606029510498,2.12640595436096,1.9288192987442,2.41836619377136,0.87646609544754,2.95136785507202,2.34640693664551,1.85445022583008,1.47436833381653,0.927473962306976,1.71627867221832,3.35718584060669,2.64749336242676,12.114972114563,5.05884075164795,9.614670753479,15.274468421936,7.23913621902466,15.3330297470093,14.8989086151123,11.7949228286743,4.83895444869995,10.125524520874,19.5842666625977,12.7282094955444
51,HND,Honduras,12.3644990921021,14.1652984619141,11.0720195770264,17.4826107025146,7.46670532226563,18.6217174530029,17.6146278381348,16.6824531555176,7.64141321182251,10.5293140411377,10.5013008117676,18.8271217346191,9.27132987976074,10.5351839065552,15.1382656097412,6.25780200958252,16.4271430969238,14.4043769836426,14.4827575683594,6.90955829620361,8.83575248718262,9.84956836700439,16.8888282775879,8.24653244018555,37.2003746032715,31.8314666748047,44.465030670166,24.8611793518066,45.4093551635742,43.1872711181641,42.149169921875,22.9135684967041,28.2612915039063,30.4582481384277,48.6614837646484,27.5881671905518,6.19601249694824,3.17793750762939,8.60060787200928,5.55618238449097,6.62167644500732,9.56148052215576,6.50481796264648,1.46709108352661,5.34947156906128,6.46411085128784,7.28139114379883,5.60013151168823,14.6097764968872,11.471043586731,12.1756439208984,16.2057800292969,9.07699680328369,18.2906055450439,17.3240871429443,14.9865074157715,9.58755207061768,11.3167610168457,21.0489444732666,13.8899593353271
53,HTI,Haiti,11.491943359375,12.8596496582031,13.4369268417358,17.8527488708496,4.04654979705811,18.7309684753418,12.2469692230225,15.8208847045898,7.18133974075317,5.40507173538208,12.7185029983521,17.4259071350098,7.45512247085571,12.2248859405518,15.7350387573242,3.6133918762207,16.7406597137451,10.7140483856201,13.8555574417114,6.66655921936035,5.40507173538208,11.1740999221802,15.2204189300537,7.17812871932983,27.5212497711182,25.3669166564941,35.9084014892578,15.0387401580811,35.8371429443359,29.807710647583,29.1202964782715,17.9831161499023,14.6593647003174,25.3671131134033,35.3997192382813,24.6028461456299,13.5171890258789,11.3006067276001,20.3669452667236,6.50807094573975,18.1866874694824,15.8697156906128,14.3357334136963,5.72742986679077,6.39736938476563,10.5911664962769,17.8783912658691,12.0232696533203,12.1560316085815,9.00000381469727,13.1478490829468,14.9312152862549,7.79054927825928,15.0643320083618,11.103385925293,15.4412822723389,9.53516578674316,9.77587127685547,13.7614269256592,6.1601448059082
55,IDN,Indonesia,17.1755485534668,18.4441757202148,17.5314102172852,22.6327171325684,13.3281202316284,21.850076675415,19.39870262146,21.5420322418213,11.1995601654053,13.3194971084595,19.9131259918213,23.1007804870605,8.31866645812988,16.7939281463623,20.9844398498535,12.4017124176025,20.3536224365234,17.5746269226074,20.2901592254639,10.5875854492188,12.8250617980957,18.9345169067383,21.1286716461182,6.9952712059021,34.6082611083984,35.4893608093262,38.5064277648926,21.4588317871094,43.3622055053711,33.6868515014648,34.1888046264648,27.8658905029297,20.0681381225586,33.4320411682129,47.8203277587891,35.9792785644531,3.12391567230225,2.73414039611816,3.33204865455627,1.67656481266022,4.08745765686035,3.53152465820313,2.5949866771698,2.76392316818237,0.422198981046677,3.04870390892029,5.57886457443237,4.85274839401245,21.5343914031982,18.665714263916,22.3002548217773,23.1929454803467,13.1334323883057,27.1271476745605,20.7334899902344,22.0604076385498,10.2274122238159,19.8793792724609,31.8086242675781,19.8150825500488
56,IND,India,6.61681079864502,8.14600467681885,6.20717239379883,9.25490951538086,6.30075025558472,9.37518882751465,10.0237007141113,9.35812854766846,6.81468152999878,6.84899711608887,7.89460468292236,9.54908466339111,4.94468975067139,4.95554304122925,7.45854139328003,5.60158395767212,7.29308700561523,8.22569465637207,7.32354354858398,5.60625123977661,5.92546463012695,6.84705591201782,7.3328709602356,4.75027465820313,28.6926383972168,22.4423885345459,34.1648445129395,19.7864952087402,34.6253128051758,34.7458038330078,31.5901222229004,22.1228485107422,21.2956600189209,26.1103210449219,37.0501861572266,21.0401573181152,1.99454319477081,0.855981111526489,2.35398721694946,0.747143030166626,2.82547760009766,3.09720373153687,2.2578911781311,1.56300389766693,0.589856207370758,1.29758322238922,3.57748126983643,1.29902029037476,19.6039581298828,15.428918838501,16.6919498443604,23.0814952850342,11.7911815643311,24.8083076477051,22.424144744873,22.1703319549561,15.0707082748413,17.9540061950684,24.6140232086182,12.8259677886963
58,IRN,"Iran, Islamic Rep.",23.8537883758545,27.8091907501221,28.0592002868652,32.4312934875488,23.2975730895996,30.7997875213623,27.5487213134766,31.4253768920898,23.6824893951416,17.523286819458,26.8274002075195,30.4271125793457,17.6845455169678,24.4133262634277,26.5345134735107,21.3225269317627,25.5316734313965,23.2708358764648,26.862606048584,21.4603843688965,16.194429397583,23.5881271362305,25.9884185791016,15.4296607971191,89.7684783935547,84.5227737426758,94.7255477905273,87.7204666137695,91.1260299682617,95.2336578369141,91.089973449707,85.3426971435547,84.1399917602539,90.8461380004883,91.1812744140625,86.0685348510742,26.29660987854,22.0247364044189,33.2067565917969,20.3650074005127,30.2284660339355,30.7472171783447,23.6371555328369,20.1270961761475,8.35387325286865,22.703031539917,30.5360851287842,33.7425804138184,26.2195701599121,22.4438781738281,23.131067276001,30.448522567749,16.2548065185547,32.8248748779297,29.4372978210449,24.9222545623779,7.29947471618652,23.7011127471924,30.4726428985596,29.8518085479736
